21.0,17.0
24.0,21.0
10.0,17.0
13.0,26.0
24.0,15.0
17.0,14.0
20.0,25.0
23.0,16.0
24.0,13.0
13.0,24.0
19.0,19.0
24.0,24.0
19.0,17.0
12.0,32.0
17.0,18.0
18.0,14.0
16.0,13.0
23.0,14.0
19.0,20.0
26.0,9.0
24.0,16.0
20.0,15.0
22.0,22.0
28.0,10.0
23.0,21.0
17.0,21.0
13.0,25.0
22.0,28.0
13.0,24.0
22.0,20.0
31.0,24.0
19.0,18.0
23.0,25.0
21.0,19.0
19.0,17.0
24.0,22.0
9.0,25.0
17.0,18.0
21.0,18.0
26.0,11.0
28.0,15.0
11.0,20.0
35.0,24.0
19.0,16.0
21.0,22.0
25.0,15.0
19.0,25.0
26.0,16.0
26.0,23.0
21.0,19.0
24.0,16.0
23.0,19.0
24.0,20.0
25.0,20.0
8.0,32.0
20.0,22.0
26.0,13.0
26.0,21.0
18.0,18.0
14.0,27.0
12.0,23.0
15.0,24.0
18.0,16.0
13.0,25.0
22.0,14.0
15.0,23.0
24.0,23.0
17.0,31.0
23.0,19.0
9.0,30.0
19.0,12.0
23.0,17.0
23.0,13.0
27.0,13.0
18.0,20.0
26.0,21.0
26.0,23.0
25.0,16.0
19.0,24.0
16.0,34.0
21.0,25.0
25.0,23.0
14.0,34.0
18.0,20.0
23.0,21.0
18.0,29.0
29.0,13.0
12.0,19.0
28.0,7.0
35.0,8.0
21.0,16.0
25.0,15.0
14.0,19.0
19.0,16.0
20.0,24.0
17.0,18.0
27.0,14.0
15.0,14.0
12.0,17.0
13.0,26.0
