23.0,15.0
28.0,17.0
16.0,11.0
22.0,17.0
22.0,17.0
11.0,20.0
28.0,17.0
18.0,21.0
19.0,18.0
6.0,31.0
12.0,26.0
13.0,35.0
10.0,26.0
13.0,31.0
12.0,23.0
13.0,19.0
14.0,15.0
17.0,20.0
22.0,17.0
14.0,21.0
25.0,15.0
24.0,11.0
19.0,25.0
20.0,18.0
30.0,14.0
13.0,25.0
20.0,18.0
30.0,20.0
12.0,25.0
22.0,20.0
28.0,27.0
24.0,13.0
16.0,32.0
16.0,24.0
22.0,14.0
19.0,27.0
27.0,7.0
22.0,13.0
19.0,20.0
22.0,15.0
25.0,18.0
14.0,17.0
34.0,25.0
16.0,19.0
20.0,23.0
14.0,26.0
27.0,17.0
28.0,14.0
29.0,20.0
13.0,27.0
25.0,15.0
26.0,16.0
21.0,23.0
17.0,28.0
19.0,21.0
24.0,18.0
11.0,28.0
23.0,24.0
15.0,21.0
27.0,14.0
12.0,23.0
15.0,24.0
21.0,13.0
13.0,25.0
13.0,23.0
17.0,21.0
24.0,23.0
20.0,28.0
22.0,20.0
23.0,16.0
15.0,16.0
20.0,20.0
20.0,16.0
25.0,15.0
19.0,19.0
22.0,25.0
24.0,25.0
10.0,31.0
26.0,17.0
16.0,34.0
17.0,29.0
19.0,29.0
36.0,12.0
14.0,24.0
28.0,16.0
28.0,19.0
17.0,25.0
17.0,14.0
25.0,10.0
22.0,21.0
15.0,22.0
22.0,18.0
15.0,18.0
12.0,23.0
21.0,23.0
17.0,18.0
36.0,5.0
9.0,20.0
12.0,17.0
29.0,10.0
