18.0,20.0
34.0,11.0
17.0,10.0
17.0,22.0
20.0,19.0
16.0,15.0
26.0,19.0
18.0,21.0
15.0,22.0
17.0,20.0
19.0,19.0
27.0,21.0
17.0,19.0
30.0,14.0
9.0,26.0
14.0,18.0
11.0,18.0
14.0,23.0
26.0,13.0
21.0,14.0
18.0,22.0
17.0,18.0
21.0,23.0
23.0,15.0
28.0,16.0
22.0,16.0
18.0,20.0
27.0,23.0
18.0,19.0
30.0,12.0
29.0,26.0
24.0,13.0
14.0,34.0
25.0,15.0
13.0,23.0
13.0,33.0
17.0,17.0
13.0,22.0
24.0,15.0
16.0,21.0
18.0,25.0
10.0,21.0
30.0,29.0
20.0,15.0
16.0,27.0
24.0,16.0
27.0,17.0
17.0,25.0
22.0,27.0
15.0,25.0
20.0,20.0
34.0,8.0
25.0,19.0
18.0,27.0
24.0,16.0
15.0,27.0
15.0,24.0
27.0,20.0
13.0,23.0
18.0,23.0
16.0,19.0
19.0,20.0
12.0,22.0
18.0,20.0
19.0,17.0
24.0,14.0
21.0,26.0
33.0,15.0
19.0,23.0
12.0,27.0
14.0,17.0
23.0,17.0
13.0,23.0
11.0,29.0
17.0,21.0
29.0,18.0
15.0,34.0
11.0,30.0
17.0,26.0
28.0,22.0
11.0,35.0
24.0,24.0
26.0,22.0
15.0,23.0
17.0,27.0
21.0,26.0
33.0,9.0
13.0,18.0
16.0,19.0
19.0,24.0
24.0,13.0
19.0,21.0
8.0,25.0
12.0,23.0
20.0,24.0
11.0,24.0
24.0,17.0
10.0,19.0
12.0,17.0
19.0,20.0
