16.0,22.0
28.0,17.0
22.0,5.0
22.0,17.0
24.0,15.0
21.0,10.0
24.0,21.0
16.0,23.0
11.0,26.0
9.0,28.0
26.0,12.0
11.0,37.0
25.0,11.0
14.0,30.0
9.0,26.0
23.0,9.0
16.0,13.0
24.0,13.0
14.0,25.0
18.0,17.0
18.0,22.0
12.0,23.0
13.0,31.0
19.0,19.0
11.0,33.0
10.0,28.0
24.0,14.0
22.0,28.0
23.0,14.0
24.0,18.0
15.0,40.0
12.0,25.0
17.0,31.0
26.0,14.0
28.0,8.0
29.0,17.0
8.0,26.0
20.0,15.0
21.0,18.0
12.0,25.0
28.0,15.0
12.0,19.0
24.0,35.0
19.0,16.0
25.0,18.0
13.0,27.0
27.0,17.0
23.0,19.0
14.0,35.0
12.0,28.0
9.0,31.0
22.0,20.0
23.0,21.0
19.0,26.0
13.0,27.0
16.0,26.0
21.0,18.0
29.0,18.0
13.0,23.0
22.0,19.0
26.0,9.0
17.0,22.0
10.0,24.0
13.0,25.0
16.0,20.0
15.0,23.0
12.0,35.0
21.0,27.0
19.0,23.0
18.0,21.0
4.0,27.0
23.0,17.0
24.0,12.0
12.0,28.0
11.0,27.0
22.0,25.0
14.0,35.0
25.0,16.0
26.0,17.0
14.0,36.0
12.0,34.0
28.0,20.0
36.0,12.0
19.0,19.0
15.0,29.0
36.0,11.0
21.0,21.0
19.0,12.0
23.0,12.0
34.0,9.0
14.0,23.0
17.0,23.0
19.0,14.0
10.0,25.0
29.0,15.0
11.0,24.0
22.0,19.0
16.0,13.0
17.0,12.0
23.0,16.0
