13.0,25.0
32.0,13.0
5.0,22.0
14.0,25.0
21.0,18.0
13.0,18.0
26.0,19.0
14.0,25.0
14.0,23.0
20.0,17.0
22.0,16.0
35.0,13.0
12.0,24.0
15.0,29.0
10.0,25.0
10.0,22.0
22.0,7.0
26.0,11.0
15.0,24.0
20.0,15.0
12.0,28.0
23.0,12.0
18.0,26.0
33.0,5.0
16.0,28.0
18.0,20.0
19.0,19.0
10.0,40.0
8.0,29.0
23.0,19.0
36.0,19.0
18.0,19.0
17.0,31.0
20.0,20.0
7.0,29.0
19.0,27.0
13.0,21.0
8.0,27.0
17.0,22.0
26.0,11.0
22.0,21.0
7.0,24.0
35.0,24.0
8.0,27.0
17.0,26.0
28.0,12.0
16.0,28.0
24.0,18.0
21.0,28.0
19.0,21.0
24.0,16.0
24.0,18.0
28.0,16.0
12.0,33.0
15.0,25.0
18.0,24.0
18.0,21.0
34.0,13.0
22.0,14.0
18.0,23.0
20.0,15.0
10.0,29.0
25.0,9.0
3.0,35.0
19.0,17.0
23.0,15.0
12.0,35.0
14.0,34.0
15.0,27.0
17.0,22.0
17.0,14.0
27.0,13.0
18.0,18.0
26.0,14.0
14.0,24.0
35.0,12.0
20.0,29.0
28.0,13.0
18.0,25.0
22.0,28.0
21.0,25.0
39.0,9.0
16.0,32.0
24.0,14.0
24.0,20.0
10.0,37.0
30.0,12.0
11.0,20.0
21.0,14.0
27.0,16.0
19.0,18.0
20.0,20.0
15.0,18.0
13.0,22.0
19.0,25.0
23.0,12.0
31.0,10.0
9.0,20.0
6.0,23.0
17.0,22.0
