dataset,method,K,primary_cluster,target_cluster,n_samples,mean_pct,var_pct,std_pct
vdx_3gene,kmeans,6,1,1,94,86.47579685651843,33.047245936147284,5.74867340663455
vdx_3gene,kmeans,6,1,2,94,5.85413359514197,18.04977648863687,4.248502852610184
vdx_3gene,kmeans,6,1,3,94,1.2338553074979668,2.5259089810793083,1.5893108509914944
vdx_3gene,kmeans,6,1,4,94,0.5316883749096007,1.0713096736682233,1.0350409043454385
vdx_3gene,kmeans,6,1,5,94,0.5551458086477836,1.4697236438016914,1.2123215925659707
vdx_3gene,kmeans,6,1,6,94,5.349380057284262,8.790355110756357,2.964853303412558
vdx_3gene,kmeans,6,2,1,47,2.4543073102523154,44.969684146446845,6.705943941493013
vdx_3gene,kmeans,6,2,2,47,72.30930433956911,127.7152344070409,11.301116511524024
vdx_3gene,kmeans,6,2,3,47,0.04526935264825713,0.09426845730284424,0.30703168778294565
vdx_3gene,kmeans,6,2,4,47,16.794026720989358,165.34704929820305,12.858734358334145
vdx_3gene,kmeans,6,2,5,47,5.035548085515373,50.85844304703146,7.131510572594803
vdx_3gene,kmeans,6,2,6,47,3.3615441910255806,8.253806174265991,2.872943816761127
vdx_3gene,kmeans,6,3,1,36,1.59218086874265,38.216988761682714,6.181989061918721
vdx_3gene,kmeans,6,3,2,36,1.3830341116189533,3.0416692376509604,1.7440381984494948
vdx_3gene,kmeans,6,3,3,36,93.00555662832596,78.2123729711801,8.843775945329014
vdx_3gene,kmeans,6,3,4,36,0.39639761501523973,0.7881962646944596,0.8878041815031397
vdx_3gene,kmeans,6,3,5,36,0.5074745696116194,1.0956758057324194,1.0467453394844515
vdx_3gene,kmeans,6,3,6,36,3.115356206685556,9.591801506662415,3.097063368202597
vdx_3gene,kmeans,6,4,1,87,0.0,0.0,0.0
vdx_3gene,kmeans,6,4,2,87,5.1955650919228225,73.76607552975125,8.588717921188893
vdx_3gene,kmeans,6,4,3,87,0.0,0.0,0.0
vdx_3gene,kmeans,6,4,4,87,81.34924731300434,138.7752598801341,11.7802911627911
vdx_3gene,kmeans,6,4,5,87,12.035982407667682,154.4148446720149,12.426376972875678
vdx_3gene,kmeans,6,4,6,87,1.4192051874051526,4.850316538347577,2.2023434197117346
vdx_3gene,kmeans,6,5,1,52,0.0,0.0,0.0
vdx_3gene,kmeans,6,5,2,52,2.4315032626508857,26.822775164095646,5.179070878458379
vdx_3gene,kmeans,6,5,3,52,0.0,0.0,0.0
vdx_3gene,kmeans,6,5,4,52,6.559070449957851,38.06798707167246,6.169926018330566
vdx_3gene,kmeans,6,5,5,52,88.97452088958721,53.443317329619404,7.310493644728747
vdx_3gene,kmeans,6,5,6,52,2.0349053978040414,3.8320746570944815,1.9575685574442805
vdx_3gene,kmeans,6,6,1,28,0.0,0.0,0.0
vdx_3gene,kmeans,6,6,2,28,2.4090900305321767,11.59372294054923,3.404955644431984
vdx_3gene,kmeans,6,6,3,28,9.91802024179848,147.92662951272348,12.162509178320215
vdx_3gene,kmeans,6,6,4,28,4.655151503412236,15.526711653836893,3.9403948601424315
vdx_3gene,kmeans,6,6,5,28,7.579829891312049,55.18938977320609,7.4289561698266935
vdx_3gene,kmeans,6,6,6,28,75.43790833294507,78.34857054239784,8.85147278945136
