dataset,method,K,primary_cluster,target_cluster,n_samples,mean_pct,var_pct,std_pct
gauss4c_sigma1p0,kmeans,4,1,1,100,96.91559644856338,5.081124007513127,2.254134868971492
gauss4c_sigma1p0,kmeans,4,1,2,100,1.9664694893906427,4.07964638670594,2.0198134534421586
gauss4c_sigma1p0,kmeans,4,1,3,100,0.6575853758428382,1.4774171246314907,1.2154904872649108
gauss4c_sigma1p0,kmeans,4,1,4,100,0.46034868620315106,0.975855441403233,0.9878539575277477
gauss4c_sigma1p0,kmeans,4,2,1,100,4.233827418250466,8.430402044574555,2.9035154631195876
gauss4c_sigma1p0,kmeans,4,2,2,100,92.82274965172415,13.150054670352585,3.626300410935722
gauss4c_sigma1p0,kmeans,4,2,3,100,2.9434229300253794,7.988856974414609,2.8264566110971185
gauss4c_sigma1p0,kmeans,4,2,4,100,0.0,0.0,0.0
gauss4c_sigma1p0,kmeans,4,3,1,100,0.0,0.0,0.0
gauss4c_sigma1p0,kmeans,4,3,2,100,1.407445967021093,3.2242880842152757,1.795630274921671
gauss4c_sigma1p0,kmeans,4,3,3,100,97.58315329637105,6.121806071816645,2.474228379074302
gauss4c_sigma1p0,kmeans,4,3,4,100,1.0094007366078643,2.442805406763209,1.5629476660346655
gauss4c_sigma1p0,kmeans,4,4,1,100,0.8228904717887415,1.7273295237521762,1.314279088988399
gauss4c_sigma1p0,kmeans,4,4,2,100,2.302854808145312,4.635966066882588,2.153129366035071
gauss4c_sigma1p0,kmeans,4,4,3,100,1.3389222763826596,2.5936051635604542,1.6104673742614144
gauss4c_sigma1p0,kmeans,4,4,4,100,95.53533244368329,9.186285873618697,3.030888627716086
