18.0,14.0,6.0
8.0,25.0,12.0
10.0,7.0,10.0
15.0,10.0,14.0
10.0,13.0,16.0
11.0,10.0,10.0
16.0,15.0,14.0
16.0,12.0,11.0
13.0,11.0,13.0
18.0,9.0,10.0
13.0,8.0,17.0
21.0,19.0,8.0
9.0,11.0,16.0
15.0,11.0,18.0
16.0,3.0,16.0
15.0,8.0,9.0
7.0,5.0,17.0
11.0,9.0,17.0
16.0,9.0,14.0
11.0,18.0,6.0
14.0,6.0,20.0
13.0,10.0,12.0
16.0,18.0,10.0
17.0,10.0,11.0
19.0,15.0,10.0
12.0,14.0,12.0
15.0,16.0,7.0
11.0,21.0,18.0
12.0,11.0,14.0
12.0,24.0,6.0
17.0,14.0,24.0
10.0,16.0,11.0
9.0,14.0,25.0
13.0,15.0,12.0
15.0,11.0,10.0
9.0,9.0,28.0
14.0,12.0,8.0
10.0,7.0,18.0
14.0,12.0,13.0
14.0,11.0,12.0
19.0,4.0,20.0
15.0,3.0,13.0
20.0,24.0,15.0
14.0,11.0,10.0
22.0,5.0,16.0
12.0,23.0,5.0
16.0,9.0,19.0
15.0,11.0,16.0
21.0,16.0,12.0
8.0,6.0,26.0
14.0,16.0,10.0
19.0,19.0,4.0
10.0,10.0,24.0
11.0,7.0,27.0
17.0,15.0,8.0
13.0,11.0,18.0
9.0,13.0,17.0
16.0,16.0,15.0
14.0,4.0,18.0
15.0,11.0,15.0
9.0,10.0,16.0
17.0,10.0,12.0
9.0,15.0,10.0
10.0,11.0,17.0
6.0,13.0,17.0
10.0,23.0,5.0
20.0,14.0,13.0
15.0,24.0,9.0
20.0,9.0,13.0
19.0,7.0,13.0
9.0,5.0,17.0
16.0,18.0,6.0
12.0,8.0,16.0
9.0,8.0,23.0
13.0,15.0,10.0
11.0,23.0,13.0
16.0,15.0,18.0
12.0,6.0,23.0
18.0,3.0,22.0
17.0,12.0,21.0
16.0,10.0,20.0
19.0,19.0,10.0
17.0,17.0,14.0
5.0,1.0,32.0
14.0,5.0,25.0
15.0,15.0,17.0
17.0,18.0,7.0
15.0,8.0,8.0
16.0,7.0,12.0
14.0,16.0,13.0
10.0,14.0,13.0
15.0,12.0,13.0
9.0,10.0,14.0
19.0,9.0,7.0
8.0,13.0,23.0
9.0,10.0,16.0
18.0,10.0,13.0
12.0,5.0,12.0
5.0,7.0,17.0
14.0,15.0,10.0
