"","205225_at","216836_s_at","208079_s_at"
"VDXKIU_15D7",12.5395789772306,10.6373382580679,8.30786411825786
"VDXKIU_15D9",11.1165011501211,12.6135507509669,11.28414914197
"VDXKIU_15E2",7.28670970763194,10.1259085882892,9.92785339150535
"VDXKIU_15E6",7.96739308969093,14.2017734342378,10.3552502070167
"VDXKIU_15E7",9.09139519009342,10.1990783122293,9.58888202078264
"VDXKIU_15E8",7.8498459512186,11.3510424239333,10.073013320739
"VDXKIU_15H3",9.62496284339753,8.55889861117181,9.93946408452795
"VDXKIU_15H4",11.8965518391884,10.6657936230619,8.68461711942879
"VDXKIU_16B4",10.5325192103059,11.7406840852127,11.0380795943229
"VDXKIU_16C8",11.5049606783697,11.8009297490374,7.41614341764656
"VDXKIU_16G1",11.9260334365033,10.7867598713011,11.0034274600752
"VDXKIU_197B95",13.7231265050846,9.22096730160869,9.09307393368374
"VDXKIU_199B55",11.3727757905449,10.0825077470413,8.33190391383274
"VDXKIU_219C42",8.44835404267199,14.3334418236922,9.7380916512574
"VDXKIU_220C70",12.6370540026622,10.7031161533097,8.07362241108958
"VDXKIU_231C80",13.9532466790416,11.3228101403487,7.73007213193772
"VDXKIU_247C76",13.4444695286896,10.7727869815747,8.52303612002656
"VDXKIU_248C91",13.998652093895,11.6427996076382,6.56502616953749
"VDXKIU_266C51",13.9293371504166,11.1261307349953,6.17508522735645
"VDXKIU_268C87",8.20562321638159,9.77691233372885,10.6498966778755
"VDXKIU_279C61",9.18671900550414,10.995666161598,9.63943944430253
"VDXKIU_27B8",11.9942313638635,13.5178652765599,8.66078945266876
"VDXKIU_27C4",12.1575333443241,11.5040286954637,8.06317805612655
"VDXKIU_27D5",14.0767145557462,11.1259284015283,9.28345911851163
"VDXKIU_282C51",12.2812504884646,11.5875971626409,7.25651072034575
"VDXKIU_284C63",12.551912876067,11.0641045888256,7.93429146337851
"VDXKIU_28C76",13.0955542111824,10.5690391736047,7.99098037720055
"VDXKIU_292C66",12.7137942604234,10.7185076907594,8.03666945234193
"VDXKIU_309C49",12.3967703612081,11.087399846542,8.05628014431778
"VDXKIU_43C47",12.1898343814366,11.0497631396764,9.09324941978742
"VDXKIU_87A79",11.7906931467652,10.5142662097909,8.30600672244664
"VDXRHU_302",11.1955447156487,10.5887615881643,8.32455365075555
"VDXRHU_317",12.7471778581028,11.8124945013468,7.68548629113199
"VDXRHU_329",14.5747922277537,10.4141987076079,8.21347567531699
"VDXRHU_410",13.8624422175458,10.616735407042,10.7554165944931
"VDXRHU_535",12.2820537600279,12.8712112742553,11.3119080114275
"VDXRHU_1207",13.055883883535,10.7928021193458,6.49987536757622
"VDXRHU_1246",8.35728358555163,14.644815624701,9.3336898363928
"VDXRHU_1315",11.8268922448318,10.9441834335473,9.55521547879835
"VDXRHU_1472",11.4842089234908,10.8752261794914,7.44252833122678
"VDXRHU_1496",6.8723356812059,8.36781579693872,10.1087771926896
"VDXRHU_1522",12.3544277120726,10.8381284141899,9.01672026407075
"VDXRHU_1526",13.4158749921233,7.12349042554957,8.34942184294284
"VDXRHU_1549",8.74635897931113,10.9398817410356,10.4155578349278
"VDXRHU_1568",6.28992119487468,9.83223550085482,10.0073904036835
"VDXRHU_1720",11.0649968183361,10.4439139167679,9.22578584490897
"VDXRHU_1721",13.4305613159212,10.0813811262768,9.74817662751591
"VDXRHU_1745",11.1057824851581,10.9706902601748,8.82754826192
"VDXRHU_1767",7.41149075756431,13.9426485191862,10.205862590917
"VDXRHU_1771",13.2558051279946,10.8592251207665,8.98195788989849
"VDXRHU_1917",8.16556186750831,12.5517014001088,8.61107402764639
"VDXRHU_1919",6.90785067747896,14.4342569237882,10.4520526312733
"VDXRHU_1959",11.360373015324,11.2071123157382,8.35720270009983
"VDXRHU_1970",12.5241928391076,10.6863534055913,10.0743358951323
"VDXRHU_2039",14.2325145171219,9.45878154121987,9.44854781383808
"VDXRHU_2248",13.173154850002,11.531403078893,8.02490630909375
"VDXRHU_2320",12.3482656049578,10.6380056929648,7.79948543497072
"VDXRHU_2393",11.5641712172831,10.0262990173838,8.43529383642315
"VDXRHU_2587",7.56679968901077,14.4197446568154,10.5740684593868
"VDXRHU_3642",11.7467135442794,10.1080160271249,9.90495492536447
"VDXRHU_4188",8.31588923054124,9.83488224787729,11.2073904114294
"VDXRHU_5223",11.5901986274546,10.4036132781228,8.878401667039
"VDXRHU_5226",12.7395876139178,9.7534265492196,8.93127074878527
"VDXRHU_5228",6.71387710651626,10.1369553635175,9.2762572317612
"VDXRHU_5232",6.97080507863867,9.94341980177526,10.9144079331517
"VDXRHU_5235",12.8669286995489,10.2987221319921,8.39520367844768
"VDXRHU_5236",10.5395351881033,11.1681615590488,7.68022697882493
"VDXRHU_5240",7.37020457578213,9.53599148955383,9.99850154685593
